sentence1,sentence2,label
一般多长时间会打电话啊,一般多久能收到审核电话？,1
如果获取微利贷权限,多借点给我玩玩,0
借的款可用于还信用卡吗,借贷可以用来做什么？,1
几个工作日下来钱,赶快开放吧,0
怎样才能获得开通微粒贷的资格,借款条件,1
一月能贷多少金额,一半可以贷款多少钱,1
怎么没通过,怎么样才能通过,0
微信上找不到微粒贷,为什么我无法借钱,0
你好，请问我在微粒贷的还款已经结清，怎样得到结清证明,你好，还款之后怎么样出凭证呢？,1
2、我昨天申请的贷款 显示需要电话确认，但一直没收到电话,下午两点打的电话，现在银行还没打电话来确认,1
一次性借款还清，能否继续再借款,5号借款 今天怎么提前还清,0
一般多长时间打电话确认呀,什么时候再打电话我,0
为什么说我审批不通过,提示银行审批不合格,1
因手势密码错误而实效怎样再用微信登录,忘了支付密码怎么办,0
你好：我需要一个还款证明，就是款已还清的证明。,你好 我需要结清证明的原件邮寄,1
开户输完资料下一步点不了,老是开不了户,1
3未来电话审核怎么办？,一般审核什么问题呢？,0
1微粒贷,微粒货介绍,1
我的开通不了,姓名及身份证号补不上,0
"我想借钱,怎么进入",加入微粒,0
我怎么没看见微粒贷图标,怎么我有微粒贷，却没额度,0
手机掉了,我银行卡是手机老号码，现在换了号码，验证码发到老手机号码去,0
我收不到短信,手机号没错啊，现在已经收不到信息了,1
为还没扣款？,不是本人的卡可以还款吗,0
借一万一个月利息多少钱,假如我借5000，一个月利息是75元吗,1
电话确认要等多久啊。,多久会打电话过来,1
可以在微信钱包一次还清吗,可以一下还清不,1
这个没有违约金是什么意思,如果违约还款了会怎么处理,0
为何借款失败,为什么会借款失败,1
我的微粒贷图标不见了,以前有微粒贷卡解除了就没有了,0
没接到你们的回访电话,审核电话没接到,1
全额还款在能借钱吗,全部还款后可以立刻借钱么？,0
审核多久可以结束 好久可以到账,没有得到回答,0
不需要,哦，但我不需要,1
借款后多久会接到电话确认电话？,我刚才申请的贷款 后面来电话没得接 现在半个小时了没见重新来电,0
请问安全正规吧,怎么填补资料,0
什么时候才可以微粒贷借钱,何时才能借款,1
什么时候可以才可以借钱,我什么时候可以开通微立贷？,0
15000分十个月还！每月还多少？,会不会突然消失在微信里,0
你好，你们这个借贷可以取现吗？,一次只能提现40000吗,0
何时会邀请,5:何时会邀请我使用微粒贷6:没有微粒贷可以申请吗,1
能申请微粒不,我可以申请ma,1
我的版本是6.3.8的怎么没看到有微粒贷呢,我怎么没微粒,1
一笔最多多少金额,一次性只能借4万,1
多久到帐啊？别周转过来才到啊,没接到回访,0
微粒货为什么有的微信号没有,开通   怎么开,0
麻烦把我的微米关了,把老子微信里的微粒贷关闭删掉了,1
今天18号了为什么没扣款呢,我一直余额充足，却未扣款,1
提前还款完，可以在借款吗,我提前还款后多久才可以再次贷款,1
你好，今天已自动还清了今个月的，查了下还显示今个月22号又要还,您好。我自动还款失败了。怎么手动还款啊？,0
如何结款,请问提前还清会影响额度吗,0
给我提高了额度，我再次借款为什么提示借款不成功,为什么借款老失败，我的额度是5000,1
怎么利息,利息,1
为什么我借钱到最后发验证码的时候会发到我以前手机号码上去,为什么我借钱的时候银行卡预留号码还是以前的,0
什么时候邀请我用微粒贷,如何开通,0
微粒贷什么时候会邀请我,微粒贷一般什么时候邀请用户呢,0
我想问一下，我填写身份证号尾号次数超了，下来怎么办,身份证输入次数过多是什么意思？,1
一般借款后多久会打电话过来,借款后几时能收到银行的确认电话？,1
何时才可以贷款,什么时候就可以贷钱了,1
我的钱包没看到有微粒贷什么原因,你好，微信显示我可以借款，为什么点击进入却是无法借钱呢？,0
我的身份证尾数输入错误几次,我的身份证最后一位是x请问该大写还是小写呢,0
怎么能换新的手机号码呢,怎么更改 预留手机号,1
我今天要还款～～但是早上说还款不成功～银行卡余额够得～,我二号还款不成功 是为什么？ 我很确认里面的钱是足够的,1
多久提一次,额度需要多久才可以提升,1
为什么总是没额度,开通失败,0
请问客服 我的微粒贷有额度 但是进去后显示审核不通过 不能借钱 这是什么原因,1.微粒贷的介绍,0
如何申请提前还款,如何提前还款？谢谢！,1
账单邮寄?,有账单吗,1
还款中如何提升额,一年多了怎么没有升额度,0
24小时在线，要等多长时间,没有人打电话过来,1
开通 微粒贷介绍 开通微粒贷,免息借款是什么？就是没有利息只有手续费,0
为什么我的微众银行无法登陆,不能登陆微众银行客户端,1
你未满足微众银行的审批要求什么意思,如何达到微众银行审批要求,0
微粒贷利益是多少？,计息是多少,1
你好！请问微粒贷可以提现的吗？,你好！请问微粒贷可以取现吗,1
为什么点开都是分期,借款不想分期行吗,1
我的怎么不回自动扣款,扣款啊,1
我提前还款后，多长时间可以再借,提前还款完以后，还可以在借嘛,1
'提额度怎麼提,、问一下怎么提高额度,1
多久会打电话过来,多久会来电话,1
请问，为什么我的微粒贷显示未通过综合评分,之前借过两次微粒贷，都是一次性还款进去，为什么现在借不到了，综合评估未通过,0
如果申请提前还款，利息怎么算,提前还一笔会怎样,0
我的微粒贷还款好多次都失败？,微粒贷提前还款了不能用了是怎么回事,1
怎么不能用零钱还款呀 3#加上零钱还款，不然用户转到零钱要还款 不能还，再往出转你还要扣钱。在还款你又要收利息。闹的用户，真很不开心。,您好，我能否从微信绑定其他卡里还款？,0
还有问题呢。我不可以主动还款?,你好请问我10号还款没成功，在怎样还,0
招商银行,你好别人给我账号说可以用微粒贷是真的假的,0
一定要绑定微信的银行卡吗,不绑定吗,1
微老板怎么借钱？,给我审批一个微粒贷嘛老板,1
我要贷,哎，都不可以借钱啊,0
2000一个月后还要还多少钱,额度14000可以借,0
无法查额度舍意思?,我为什么查看不到我的额度？,1
我今天没按时打款进去,微粒贷是每个月几号更新,0
还款后不能再借么,还款后不能继续借,1
为什么确认借款后，输入了验证码后，又直接跳到了借款界面,但是在获取验证码的时候是发送我以前那个0707手机上，我号码早就换了！我获取不到验证码不能进行操作了怎么办,0
没有此项功能,我微信没这个功能,1
帮我降低微粒贷额度,还清以后贷款额度是否下降,0
支付宝借条,打借条行吗？,0
不好意思忘记存了,你好我有20万的额度可以一次性取出来吗,0
上个月还款记录,用了很久了 还款记录,1
您好，我的还款没有任何问题，为什么我现在不能借款了？,靠，为何不能通过微信零钱还款，害我又冲进来了，现在又提现，好不完善,0
取消微粒贷款,5个月还款完的话就自动取消吧,1
你好，如果我还清借款后，额度何时可以恢复,不能借钱了吗,0
为什么降额了,额度会不会上调或者降低,0
为什么我的自动还款没有扣除,今天还款日，晚上卡里余额不足，我很快就转了钱进去，为何现在还没有扣款？,1
能申请延期还款吗？,逾期一天会音响信用吗,0
无法查额度舍意思?,我想看下自己的授权额度，怎么看不了,1
一年能借几次,一个月能借几次,1
一次还清，额度会回复吗？,qq微粒贷   最低借多少钱,0
为什么还款失败，我的卡余额充足啊,中途可以提前全部还款吗,0
逾期两天,银行卡出现故障，请问逾期两天怎么办,0
无法满足审批要求,借款失败，审核未通过什么原因?,1
27号借款，会多久到账,12号借的款几号还,0
你好 我现在还款 怎么总提示还款失败啊,一次性还款不能提额度吗,0
你好，我现在还款你们可以开结清证明么,我前面借款11000元已全额还清！能发个证明过来吗？,1
你好  我想借钱  可以么,你好杂借钱,0
撤销借款申请,借款发放失败原申请以被撤销,0
今天用QQ怎么登陆不了？,你好，登录不上呢,1
你好，我这个月的工资老板推到月底发，过了还款时间，现在没办法还款，怎么办？,我说可以十号还吗，我现在无法还款,1
最长什么时候还款,还款日当天几点前还款不算逾期,1
那为什么我借款失败呢,为什么我微粒贷总显示个人信息输入错误多次但是我输入是正确的呀,0
怎么删除,长时间未收到验证码短信,0
借钱多久客服会打电话确认？,关键是要等多久,0
可以从新绑卡申请吗？,如何解绑,0
不绑卡可以吗,手机号码绑定,0
现在怎么变更还款卡号？,如何改还款的很行卡,1
额度提高一次需多久,多久一提额度,1
15分钟前借的款还无来电话,2天了，怎么还没打电话啊,1
微信贷,微信微粒贷和QQ微粒贷共用吗,0
为什么我没额度,怎么样才能有额度,1
我提前还款后，多长时间可以再借,提前还款还能借不,1
怎么退出来？,不用贷款,0
你好！我怎么才能升额呢,如何揭升额度,1
借款什么时候可以给我,借钱的话什么时候可以到帐,1
什么时候为我开通微贷,为什么时候开放？,1
0.05%的利息,0.05%是5厘吗？利息,1
怎样满足微众银行审批要求,未满足微众银行审批要求，可是提示我22000的额度,0
